epoch,accuracy,loss,val_accuracy,val_loss
0,0.3648214340209961,1.301304817199707,0.25857141613960266,1.6025571823120117
1,0.427142858505249,1.2065720558166504,0.2014285773038864,1.7305011749267578
2,0.4228571355342865,1.1914409399032593,0.2014285773038864,1.8637006282806396
3,0.43982142210006714,1.172121286392212,0.18928571045398712,1.9225761890411377
4,0.4503571391105652,1.1613366603851318,0.2014285773038864,2.1476004123687744
5,0.4585714340209961,1.1454763412475586,0.19357143342494965,2.4811532497406006
6,0.4635714292526245,1.1317341327667236,0.2014285773038864,2.4966819286346436
7,0.479107141494751,1.1124168634414673,0.2014285773038864,2.604785442352295
8,0.48821428418159485,1.1084535121917725,0.20071429014205933,2.4277498722076416
9,0.4967857003211975,1.0792564153671265,0.19499999284744263,2.576159715652466
10,0.5005357265472412,1.073947548866272,0.19571428000926971,2.7885210514068604
11,0.5385714173316956,1.0128285884857178,0.21571429073810577,3.053882122039795
12,0.5603571534156799,0.9829591512680054,0.21285714209079742,3.437110185623169
13,0.5633928775787354,0.9536277651786804,0.2264285683631897,2.8442697525024414
14,0.589821457862854,0.9205228686332703,0.2257142812013626,3.4438469409942627
15,0.5862500071525574,0.9032585024833679,0.24285714328289032,3.3848438262939453
16,0.5985714197158813,0.8701565265655518,0.25999999046325684,2.759915828704834
17,0.6100000143051147,0.8358523845672607,0.28785714507102966,2.229658603668213
18,0.6225000023841858,0.836695671081543,0.279285728931427,2.299919843673706
19,0.6212499737739563,0.819260835647583,0.30000001192092896,2.0798797607421875
20,0.6308928728103638,0.7916825413703918,0.363571435213089,1.8461672067642212
21,0.628928542137146,0.796898603439331,0.3257142901420593,2.0025644302368164
22,0.6399999856948853,0.7763047814369202,0.35357141494750977,1.7460063695907593
23,0.6407142877578735,0.7796781659126282,0.363571435213089,1.7662270069122314
24,0.6449999809265137,0.765874981880188,0.37785714864730835,1.857057809829712
25,0.6512500047683716,0.7549668550491333,0.41428571939468384,1.4547208547592163
26,0.6592857241630554,0.7282342314720154,0.4350000023841858,1.5205613374710083
27,0.6623214483261108,0.7342271208763123,0.4392857253551483,1.4291313886642456
28,0.6505357027053833,0.7645191550254822,0.506428599357605,1.1402570009231567
29,0.6557142734527588,0.742095947265625,0.4950000047683716,1.15826416015625
30,0.6580356955528259,0.7164881229400635,0.5450000166893005,0.9926005601882935
31,0.6673214435577393,0.7134332656860352,0.5542857050895691,0.9988766312599182
32,0.6533928513526917,0.7156040072441101,0.5485714077949524,1.0215089321136475
33,0.666785717010498,0.7040520310401917,0.5692856907844543,0.8832699060440063
34,0.6635714173316956,0.7063391208648682,0.5864285826683044,0.9672961235046387
35,0.6519643068313599,0.7424802780151367,0.5307142734527588,0.9536710977554321
36,0.6507142782211304,0.7459709644317627,0.5714285969734192,0.8404238224029541
